workerid,proliferate.condition,WCO,animacy,condition,determiner,item,response,slide_number,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
520,Sentence Rating,,,,,,0.99,,one_slider_practice,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,,,,,,0.35,,one_slider_practice,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,f,l,filler,i,filler6,0.23,6,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,A,NQA,Q,coach,0.87,7,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,f,l,filler,i,filler4,0.53,8,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,A,YQA,Q,conductor,0.74,9,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,I,NQI,Q,CEO,0.82,10,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,I,YQI,Q,stylist,1,11,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,I,NDI,D,bartender,0.88,12,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,I,YDI,D,artist,0.92,13,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,I,NQI,Q,nutritionist,0.43,14,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,I,NDI,D,patient,0.98,15,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,I,YDI,D,playwright,0.7,16,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,f,l,filler,i,filler2,0.97,17,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,I,YDI,D,troopleader,0.33,18,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,f,l,filler,i,filler1,0.4,19,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,I,NQI,Q,professor,0.5,20,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,A,NQA,Q,fan,0.66,21,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,f,l,filler,i,filler3,0.3,22,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,A,YDA,D,travelagent,0.45,23,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,A,NDA,D,dentist,0.73,24,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,A,YDA,D,chef,0.3,25,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,I,YQI,Q,supervisor,0.32,26,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,A,NDA,D,queen,0.86,27,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,A,NDA,D,scientist,1,28,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,A,NQA,Q,choreographer,1,29,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,I,YQI,Q,groom,0.43,30,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,f,l,filler,i,filler5,0,31,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,N,I,NDI,D,doctor,0.07,32,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,A,YQA,Q,priest,0.81,33,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,A,YQA,Q,pianist,0.79,34,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
520,Sentence Rating,Y,A,YDA,D,pilot,0,35,one_slider,[],22,Confused,Jacopo Babini UCI Psych of Language,1,1,Male,Italian,Chrome,Windows,864,1536,42.208016666666666,
324,Sentence Rating,,,,,,1,,one_slider_practice,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,,,,,,1,,one_slider_practice,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,A,YQA,Q,troopleader,0.67,6,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,A,NDA,D,conductor,0.73,7,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,f,l,filler,i,filler4,0.85,8,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,I,YDI,D,pilot,0.6,9,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,A,NDA,D,stylist,0.59,10,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,I,NDI,D,patient,0.56,11,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,I,YQI,Q,playwright,0.46,12,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,A,YQA,Q,choreographer,0.51,13,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,f,l,filler,i,filler1,0.95,14,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,I,YDI,D,priest,0.77,15,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,I,NQI,Q,travelagent,0.4,16,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,I,NQI,Q,dentist,0.58,17,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,A,NDA,D,artist,0.88,18,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,I,YQI,Q,nutritionist,0.8,19,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,A,YQA,Q,chef,0.71,20,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,A,YDA,D,supervisor,0.32,21,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,f,l,filler,i,filler3,0.47,22,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,A,NQA,Q,coach,0.65,23,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,I,NQI,Q,queen,0.77,24,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,A,YDA,D,professor,0.66,25,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,I,YDI,D,groom,0.17,26,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,f,l,filler,i,filler6,0.04,27,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,A,YDA,D,pianist,0.41,28,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,Y,I,YQI,Q,fan,0.62,29,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,f,l,filler,i,filler2,0.8,30,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,I,NDI,D,bartender,0.74,31,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,I,NDI,D,scientist,0.86,32,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,A,NQA,Q,doctor,0.83,33,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,f,l,filler,i,filler5,0.27,34,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
324,Sentence Rating,N,A,NQA,Q,CEO,0.33,35,one_slider,[],21,Yes,,2,1,Female,English,Chrome,Windows,864,1536,29.21135,
378,Sentence Rating,,,,,,0.6,,one_slider_practice,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,,,,,,0.82,,one_slider_practice,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,A,YQA,Q,scientist,0.84,6,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,I,NQI,Q,playwright,0.22,7,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,f,l,filler,i,filler2,0.05,8,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,A,YDA,D,dentist,0.68,9,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,I,YDI,D,pilot,0.77,10,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,A,YDA,D,bartender,0.76,11,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,I,NDI,D,supervisor,0.49,12,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,I,NQI,Q,fan,0.88,13,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,I,NDI,D,professor,0.78,14,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,A,YDA,D,queen,0.64,15,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,A,NDA,D,artist,0.73,16,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,f,l,filler,i,filler6,0.23,17,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,I,YQI,Q,nutritionist,0.58,18,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,f,l,filler,i,filler4,0.32,19,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,I,NQI,Q,pianist,0.71,20,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,A,NDA,D,CEO,0.5,21,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,A,NQA,Q,coach,0.96,22,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,f,l,filler,i,filler1,0.73,23,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,A,NQA,Q,choreographer,0.78,24,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,f,l,filler,i,filler3,0.79,25,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,I,YDI,D,groom,0.79,26,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,A,YQA,Q,travelagent,0.09,27,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,f,l,filler,i,filler5,0.19,28,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,I,YDI,D,patient,0.26,29,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,A,YQA,Q,stylist,0.26,30,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,A,NQA,Q,chef,0.28,31,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,A,NDA,D,priest,0.96,32,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,I,YQI,Q,troopleader,0.76,33,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,Y,I,YQI,Q,conductor,0.66,34,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
378,Sentence Rating,N,I,NDI,D,doctor,0.92,35,one_slider,[],,Yes,Jonathan Carberry. UCI psych of language,-1,-1,Male,,Chrome,Windows,768,1366,70.17805,
136,Sentence Rating,,,,,,1,,one_slider_practice,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,,,,,,0.14,,one_slider_practice,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,A,NQA,Q,troopleader,0.16,6,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,I,YQI,Q,conductor,0.2,7,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,A,YDA,D,priest,0.49,8,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,I,NQI,Q,choreographer,0.25,9,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,A,YQA,Q,doctor,0.46,10,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,A,NDA,D,pilot,0.32,11,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,A,YQA,Q,stylist,0.53,12,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,f,l,filler,i,filler1,0.57,13,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,f,l,filler,i,filler4,0.86,14,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,I,NDI,D,playwright,0.44,15,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,I,NDI,D,fan,0.36,16,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,I,NDI,D,professor,0.41,17,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,f,l,filler,i,filler2,0.55,18,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,f,l,filler,i,filler3,0.35,19,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,I,YDI,D,CEO,0.18,20,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,I,YQI,Q,scientist,0.91,21,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,A,YQA,Q,artist,0.56,22,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,A,NQA,Q,supervisor,0.47,23,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,I,NQI,Q,patient,0.89,24,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,I,NQI,Q,dentist,0.62,25,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,f,l,filler,i,filler5,0.06,26,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,I,YDI,D,bartender,0.87,27,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,A,NQA,Q,coach,1,28,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,f,l,filler,i,filler6,0.26,29,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,A,NDA,D,nutritionist,0.78,30,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,A,YDA,D,pianist,0.72,31,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,A,YDA,D,groom,0.67,32,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,N,A,NDA,D,travelagent,0.32,33,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,I,YDI,D,chef,0.34,34,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
136,Sentence Rating,Y,I,YQI,Q,queen,0.9,35,one_slider,[],21,Confused,"Hana Walsh UCI Psych of Language
I was initially confused on what it meant by a sentence sounding ""natural"". I thought it was referring to context, but I realized halfway through that some sentence structures sounded more natural than others (rather than context).",2,2,Female,English,Chrome,Windows,800,1280,8.214666666666666,
531,Sentence Rating,,,,,,0.48,,one_slider_practice,[],19,Confused,Breanna Longalong - UCI Psych of Language,2,1,Female,englsih,Chrome,Mac,956,1470,1.79485,
531,Sentence Rating,,,,,,0.51,,one_slider_practice,[],19,Confused,Breanna Longalong - UCI Psych of Language,2,1,Female,englsih,Chrome,Mac,956,1470,1.79485,
531,Sentence Rating,Y,I,YQI,Q,playwright,0.5,6,one_slider,[],19,Confused,Breanna Longalong - UCI Psych of Language,2,1,Female,englsih,Chrome,Mac,956,1470,1.79485,
531,Sentence Rating,Y,I,YDI,D,dentist,0.46,7,one_slider,[],19,Confused,Breanna Longalong - UCI Psych of Language,2,1,Female,englsih,Chrome,Mac,956,1470,1.79485,
531,Sentence Rating,N,I,NQI,Q,supervisor,0.46,8,one_slider,[],19,Confused,Breanna Longalong - UCI Psych of Language,2,1,Female,englsih,Chrome,Mac,956,1470,1.79485,
531,Sentence Rating,N,A,NQA,Q,patient,0.47,9,one_slider,[],19,Confused,Breanna Longalong - UCI Psych of Language,2,1,Female,englsih,Chrome,Mac,956,1470,1.79485,
